hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number | DE,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."
Rockford Center,2025-01-01,2.0.0,Rockford Center,"100 ROCKFORD DRIVE, NEWARK, DE 19713",08-4002,true
description,code|1,code|1|type,setting,drug_unit_of_measurement,drug_type_of_measurement,standard_charge|gross,standard_charge|discounted_cash,payer_name,plan_name,modifiers,standard_charge|negotiated_dollar,standard_charge|negotiated_percentage,standard_charge|negotiated_algorithm,estimated_amount,standard_charge|min,standard_charge|max,standard_charge|methodology,additional_generic_notes
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,MANAGED HEALTH NETWORK,MANAGED HEALTH NETWORK,,992.000,,,992.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,NJ HEALTH MCO,NJ HEALTH MCO,,778.080,,,778.080,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ONE NET/MAMSI,ONE NET/MAMSI,,756.000,,,756.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,PENN BEHAVIORAL HEALTH,PENN BEHAVIORAL HEALTH,,871.990,,,871.990,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,PREFERENTIAL CARE NETWORK,PREFERENTIAL CARE NETWORK,,706.000,,,706.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,QUEST BEHAVIORAL HEALTH,QUEST BEHAVIORAL HEALTH,,1007.350,,,1007.350,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,TOTAL CARE NETWORK,TOTAL CARE NETWORK,,828.000,,,828.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,TRICARE EAST,TRICARE EAST,,1332.690,,,1332.690,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UHCCP OF NJ MCO,UHCCP OF NJ MCO,,778.080,,,778.080,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UNITED BEHAVIORAL HEALTH/UBH,UNITED BEHAVIORAL HEALTH/UBH,,988.000,,,988.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UNITED HEALTHCARE,UNITED HEALTHCARE,,988.000,,,988.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AETNA,AETNA,,1151.000,,,1151.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AETNA MEDICARE,AETNA MEDICARE,,1047.000,,,1047.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ALLIANCE - ONE NET,ALLIANCE - ONE NET,,756.000,,,756.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ALLIED TRADES,ALLIED TRADES,,750.000,,,750.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH ADMINISTRATORS,AMERIHEALTH ADMINISTRATORS,,918.000,,,918.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BEACON HEALTH OPTIONS,BEACON HEALTH OPTIONS,,976.150,,,976.150,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS BLUE SHIELD DE,BLUE CROSS BLUE SHIELD DE,,959.820,,,959.820,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS CAREFIRST,BLUE CROSS CAREFIRST,,859.740,,,859.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS EMPIRE,BLUE CROSS EMPIRE,,859.740,,,859.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS FEDERAL,BLUE CROSS FEDERAL,,959.820,,,959.820,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CBH,CBH,,850.000,,,850.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CBHNP-PERFORM CARE,CBHNP-PERFORM CARE,,660.000,,,660.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CIGNA BEHAVIORAL HEALTH,CIGNA BEHAVIORAL HEALTH,,965.000,,,965.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,COMMUNITY CARE BEHAVIORAL HLTH,COMMUNITY CARE BEHAVIORAL HLTH,,787.550,,,787.550,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,COMPSYCH,COMPSYCH,,995.000,,,995.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,831.000,,,831.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,1082.000,,,1082.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,FIRST HEALTH,FIRST HEALTH,,592.000,,,592.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,INDEPENDENCE BLUE CROSS,INDEPENDENCE BLUE CROSS,,1136.000,,,1136.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,MANAGED HEALTH NETWORK,MANAGED HEALTH NETWORK,,992.000,,,992.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,NJ HEALTH MCO,NJ HEALTH MCO,,778.080,,,778.080,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ONE NET/MAMSI,ONE NET/MAMSI,,756.000,,,756.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,PENN BEHAVIORAL HEALTH,PENN BEHAVIORAL HEALTH,,871.990,,,871.990,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,PREFERENTIAL CARE NETWORK,PREFERENTIAL CARE NETWORK,,706.000,,,706.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,QUEST BEHAVIORAL HEALTH,QUEST BEHAVIORAL HEALTH,,1007.350,,,1007.350,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,TOTAL CARE NETWORK,TOTAL CARE NETWORK,,828.000,,,828.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,TRICARE EAST,TRICARE EAST,,1332.690,,,1332.690,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UHCCP OF NJ MCO,UHCCP OF NJ MCO,,778.080,,,778.080,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UNITED BEHAVIORAL HEALTH/UBH,UNITED BEHAVIORAL HEALTH/UBH,,988.000,,,988.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UNITED HEALTHCARE,UNITED HEALTHCARE,,988.000,,,988.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AETNA,AETNA,,1092.000,,,1092.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AETNA MEDICARE,AETNA MEDICARE,,994.000,,,994.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ALLIED TRADES,ALLIED TRADES,,725.000,,,725.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH ADMINISTRATORS,AMERIHEALTH ADMINISTRATORS,,918.000,,,918.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH CARITAS DELAWARE,AMERIHEALTH CARITAS DELAWARE,,867.680,,,867.680,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH CARITAS PLUS DE,AMERIHEALTH CARITAS PLUS DE,,836.000,,,836.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BEACON HEALTH OPTIONS,BEACON HEALTH OPTIONS,,976.150,,,976.150,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS CAREFIRST,BLUE CROSS CAREFIRST,,859.740,,,859.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS EMPIRE,BLUE CROSS EMPIRE,,859.740,,,859.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS FEDERAL,BLUE CROSS FEDERAL,,959.820,,,959.820,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CBH,CBH,,850.000,,,850.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CBHNP-PERFORM CARE,CBHNP-PERFORM CARE,,660.000,,,660.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CIGNA BEHAVIORAL HEALTH,CIGNA BEHAVIORAL HEALTH,,965.000,,,965.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,COMMUNITY CARE BEHAVIORAL HLTH,COMMUNITY CARE BEHAVIORAL HLTH,,772.280,,,772.280,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,COMPSYCH,COMPSYCH,,953.000,,,953.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,831.000,,,831.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,1082.000,,,1082.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,HEALTH OPTIONS HIGHMARK,HEALTH OPTIONS HIGHMARK,,793.740,,,793.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,HEALTH OPTIONS PLUS,HEALTH OPTIONS PLUS,,793.740,,,793.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,INDEPENDENCE BLUE CROSS,INDEPENDENCE BLUE CROSS,,1136.000,,,1136.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,MAGELLAN/LOWES,MAGELLAN/LOWES,,965.000,,,965.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,MANAGED HEALTH NETWORK,MANAGED HEALTH NETWORK,,992.000,,,992.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,NJ HEALTH MCO,NJ HEALTH MCO,,778.080,,,778.080,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ONE NET/MAMSI,ONE NET/MAMSI,,756.000,,,756.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,PREFERENTIAL CARE NETWORK,PREFERENTIAL CARE NETWORK,,706.000,,,706.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ST FRANCIS LIFE,ST FRANCIS LIFE,,750.000,,,750.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,TOTAL CARE NETWORK,TOTAL CARE NETWORK,,802.000,,,802.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,TRICARE EAST,TRICARE EAST,,1332.690,,,1332.690,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UHCCP OF NJ MCO,UHCCP OF NJ MCO,,778.080,,,778.080,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UNITED BEHAVIORAL HEALTH/UBH,UNITED BEHAVIORAL HEALTH/UBH,,988.000,,,988.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UNITED HEALTHCARE,UNITED HEALTHCARE,,988.000,,,988.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AETNA,AETNA,,1092.000,,,1092.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AETNA MEDICARE,AETNA MEDICARE,,994.000,,,994.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ALLIED TRADES,ALLIED TRADES,,725.000,,,725.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH ADMINISTRATORS,AMERIHEALTH ADMINISTRATORS,,918.000,,,918.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH CARITAS DELAWARE,AMERIHEALTH CARITAS DELAWARE,,867.680,,,867.680,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH CARITAS PLUS DE,AMERIHEALTH CARITAS PLUS DE,,836.000,,,836.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BEACON HEALTH OPTIONS,BEACON HEALTH OPTIONS,,976.150,,,976.150,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS CAREFIRST,BLUE CROSS CAREFIRST,,859.740,,,859.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS EMPIRE,BLUE CROSS EMPIRE,,859.740,,,859.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS FEDERAL,BLUE CROSS FEDERAL,,959.820,,,959.820,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CBH,CBH,,850.000,,,850.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CBHNP-PERFORM CARE,CBHNP-PERFORM CARE,,660.000,,,660.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CIGNA BEHAVIORAL HEALTH,CIGNA BEHAVIORAL HEALTH,,965.000,,,965.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,COMMUNITY CARE BEHAVIORAL HLTH,COMMUNITY CARE BEHAVIORAL HLTH,,772.280,,,772.280,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,COMPSYCH,COMPSYCH,,953.000,,,953.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,831.000,,,831.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,1082.000,,,1082.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,HEALTH OPTIONS HIGHMARK,HEALTH OPTIONS HIGHMARK,,793.740,,,793.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,HEALTH OPTIONS PLUS,HEALTH OPTIONS PLUS,,793.740,,,793.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,INDEPENDENCE BLUE CROSS,INDEPENDENCE BLUE CROSS,,1136.000,,,1136.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,MAGELLAN/LOWES,MAGELLAN/LOWES,,965.000,,,965.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,MANAGED HEALTH NETWORK,MANAGED HEALTH NETWORK,,992.000,,,992.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,NJ HEALTH MCO,NJ HEALTH MCO,,778.080,,,778.080,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ONE NET/MAMSI,ONE NET/MAMSI,,756.000,,,756.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,PREFERENTIAL CARE NETWORK,PREFERENTIAL CARE NETWORK,,706.000,,,706.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ST FRANCIS LIFE,ST FRANCIS LIFE,,750.000,,,750.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,TOTAL CARE NETWORK,TOTAL CARE NETWORK,,802.000,,,802.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,TRICARE EAST,TRICARE EAST,,1332.690,,,1332.690,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UHCCP OF NJ MCO,UHCCP OF NJ MCO,,778.080,,,778.080,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UNITED BEHAVIORAL HEALTH/UBH,UNITED BEHAVIORAL HEALTH/UBH,,988.000,,,988.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UNITED HEALTHCARE,UNITED HEALTHCARE,,988.000,,,988.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AETNA,AETNA,,1092.000,,,1092.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AETNA MEDICARE,AETNA MEDICARE,,994.000,,,994.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ALLIED TRADES,ALLIED TRADES,,725.000,,,725.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH ADMINISTRATORS,AMERIHEALTH ADMINISTRATORS,,918.000,,,918.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH CARITAS DELAWARE,AMERIHEALTH CARITAS DELAWARE,,867.680,,,867.680,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH CARITAS PLUS DE,AMERIHEALTH CARITAS PLUS DE,,836.000,,,836.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BEACON HEALTH OPTIONS,BEACON HEALTH OPTIONS,,976.150,,,976.150,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS CAREFIRST,BLUE CROSS CAREFIRST,,859.740,,,859.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS EMPIRE,BLUE CROSS EMPIRE,,859.740,,,859.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS FEDERAL,BLUE CROSS FEDERAL,,959.820,,,959.820,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CBH,CBH,,850.000,,,850.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CBHNP-PERFORM CARE,CBHNP-PERFORM CARE,,660.000,,,660.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CIGNA BEHAVIORAL HEALTH,CIGNA BEHAVIORAL HEALTH,,965.000,,,965.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,COMMUNITY CARE BEHAVIORAL HLTH,COMMUNITY CARE BEHAVIORAL HLTH,,772.280,,,772.280,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,COMPSYCH,COMPSYCH,,953.000,,,953.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,831.000,,,831.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,1082.000,,,1082.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,HEALTH OPTIONS HIGHMARK,HEALTH OPTIONS HIGHMARK,,793.740,,,793.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,HEALTH OPTIONS PLUS,HEALTH OPTIONS PLUS,,793.740,,,793.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,INDEPENDENCE BLUE CROSS,INDEPENDENCE BLUE CROSS,,1136.000,,,1136.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,MAGELLAN/LOWES,MAGELLAN/LOWES,,965.000,,,965.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,MANAGED HEALTH NETWORK,MANAGED HEALTH NETWORK,,992.000,,,992.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,NJ HEALTH MCO,NJ HEALTH MCO,,778.080,,,778.080,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ONE NET/MAMSI,ONE NET/MAMSI,,756.000,,,756.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,PREFERENTIAL CARE NETWORK,PREFERENTIAL CARE NETWORK,,706.000,,,706.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ST FRANCIS LIFE,ST FRANCIS LIFE,,750.000,,,750.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,TOTAL CARE NETWORK,TOTAL CARE NETWORK,,802.000,,,802.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,TRICARE EAST,TRICARE EAST,,1332.690,,,1332.690,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UHCCP OF NJ MCO,UHCCP OF NJ MCO,,778.080,,,778.080,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UNITED BEHAVIORAL HEALTH/UBH,UNITED BEHAVIORAL HEALTH/UBH,,988.000,,,988.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,UNITED HEALTHCARE,UNITED HEALTHCARE,,988.000,,,988.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AETNA,AETNA,,1092.000,,,1092.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AETNA MEDICARE,AETNA MEDICARE,,994.000,,,994.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,ALLIED TRADES,ALLIED TRADES,,725.000,,,725.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH ADMINISTRATORS,AMERIHEALTH ADMINISTRATORS,,918.000,,,918.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH CARITAS DELAWARE,AMERIHEALTH CARITAS DELAWARE,,867.680,,,867.680,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,AMERIHEALTH CARITAS PLUS DE,AMERIHEALTH CARITAS PLUS DE,,836.000,,,836.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BEACON HEALTH OPTIONS,BEACON HEALTH OPTIONS,,976.150,,,976.150,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS CAREFIRST,BLUE CROSS CAREFIRST,,859.740,,,859.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS EMPIRE,BLUE CROSS EMPIRE,,859.740,,,859.740,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,BLUE CROSS FEDERAL,BLUE CROSS FEDERAL,,959.820,,,959.820,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CBH,CBH,,850.000,,,850.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CBHNP-PERFORM CARE,CBHNP-PERFORM CARE,,660.000,,,660.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,CIGNA BEHAVIORAL HEALTH,CIGNA BEHAVIORAL HEALTH,,965.000,,,965.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,COMMUNITY CARE BEHAVIORAL HLTH,COMMUNITY CARE BEHAVIORAL HLTH,,772.280,,,772.280,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,COMPSYCH,COMPSYCH,,953.000,,,953.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,831.000,,,831.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,1082.000,,,1082.000,592.00,1332.69,Per diem,
Inpatient - Psych,124,RC,Inpatient,,,2000.00,2000.00,HEALTH OPTIONS HIGHMARK,HEALTH OPTIONS HIGHMARK,,793.740,,,793.740,592.00,1332.69,Per diem,
