hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number|AL,,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,
BISACODYL 5MG DR TAB,1217059,CDM,OUTPATIENT,5,UN,3.22,3.22,NovaNet,NovaNet Commercial,,5.46,0.9,2.9,2.58,1,5.46,percent of total billed charges,negotiated rate
BISACODYL 10MG SUPP,1217060,CDM,OUTPATIENT,1,UN,16.76,16.76,NovaNet,NovaNet Commercial,,2.75,0.9,15.08,13.41,1,11.73,percent of total billed charges,negotiated rate
BISOPROLOL FUM 5MGTB,1217061,CDM,OUTPATIENT,5,ME,4.47,4.47,NovaNet,NovaNet Commercial,,14.33,0.9,4.02,3.58,1,14.33,percent of total billed charges,negotiated rate
BUMETANIDE 1MG/4ML,1217071,CDM,OUTPATIENT,1,ML,163.31,163.31,NovaNet,NovaNet Commercial,,3.82,0.9,146.98,130.65,1,114.32,percent of total billed charges,negotiated rate
BUMETANIDE 1MG TAB,1217073,CDM,OUTPATIENT,1,UN,20.93,20.93,NovaNet,NovaNet Commercial,,139.63,0.9,18.84,16.74,1,139.63,percent of total billed charges,negotiated rate
BUPIVAC-MPF .5% 10ML,1217077,CDM,OUTPATIENT,5,ML,139.59,139.59,NovaNet,NovaNet Commercial,,17.9,0.9,125.63,111.67,1,97.71,percent of total billed charges,negotiated rate
BUPIVACAIN .75% 30ML,1217078,CDM,OUTPATIENT,3,ML,139.59,139.59,NovaNet,NovaNet Commercial,,119.35,0.9,125.63,111.67,1,119.35,percent of total billed charges,negotiated rate
BUPIV.75/DEX8.25% 2M,1217079,CDM,OUTPATIENT,75,UN,139.59,139.59,NovaNet,NovaNet Commercial,,119.35,0.9,125.63,111.67,1,119.35,percent of total billed charges,negotiated rate
BUPI-MPF.25%/EPI 10M,1217080,CDM,OUTPATIENT,1,UN,84.48,84.48,NovaNet,NovaNet Commercial,,119.35,0.9,76.03,67.58,1,119.35,percent of total billed charges,negotiated rate
BUPIV.5%/EPI PF 10ML,1217081,CDM,OUTPATIENT,1,ML,105.1,105.1,NovaNet,NovaNet Commercial,,72.23,0.9,94.59,84.08,1,73.57,percent of total billed charges,negotiated rate
BUPIVAC .25% MPF 10M,1217084,CDM,OUTPATIENT,25,UN,139.59,139.59,NovaNet,NovaNet Commercial,,89.86,0.9,125.63,111.67,1,97.71,percent of total billed charges,negotiated rate
BUPROPION 100MG SRTB,1217085,CDM,OUTPATIENT,,,29.3,29.3,NovaNet,NovaNet Commercial,,119.35,0.9,26.37,23.44,1,119.35,percent of total billed charges,negotiated rate
BUPROPION 75MG TAB,1217087,CDM,OUTPATIENT,75,UN,7.97,7.97,NovaNet,NovaNet Commercial,,25.05,0.9,7.17,6.38,1,25.05,percent of total billed charges,negotiated rate
CAFF/NA BENZ 500 INJ,1217093,CDM,OUTPATIENT,5,UN,214.95,214.95,NovaNet,NovaNet Commercial,,6.81,0.9,193.46,171.96,1,150.47,percent of total billed charges,negotiated rate
CALCITO 200UN/AC 3.7,1217094,CDM,OUTPATIENT,,,544.34,544.34,NovaNet,NovaNet Commercial,,183.78,0.9,489.91,435.47,1,381.04,percent of total billed charges,negotiated rate
CALCITRIOL .25MCG CP,1217095,CDM,OUTPATIENT,25,ME,5.99,5.99,NovaNet,NovaNet Commercial,,465.41,0.9,5.39,4.79,1,465.41,percent of total billed charges,negotiated rate
CALCIUM ACE 667MG CP,1217096,CDM,OUTPATIENT,667,ME,5.45,5.45,NovaNet,NovaNet Commercial,,5.12,0.9,4.91,4.36,1,5.12,percent of total billed charges,negotiated rate
TALC INTRAPLE PWD 5G,1217098,CDM,OUTPATIENT,5,GM,1200.42,1200.42,NovaNet,NovaNet Commercial,,4.66,0.9,1080.38,960.34,1,840.29,percent of total billed charges,negotiated rate
TAMOXIFEN 10MG TAB,1217099,CDM,OUTPATIENT,1,UN,40.47,40.47,NovaNet,NovaNet Commercial,,1026.36,0.9,36.42,32.38,1,1026.36,percent of total billed charges,negotiated rate
TAMSULOSIN 0.4MG CAP,1217100,CDM,OUTPATIENT,,,11.74,11.74,NovaNet,NovaNet Commercial,,34.6,0.9,10.57,9.39,1,34.6,percent of total billed charges,negotiated rate
TELMISARTAN 40MG TAB,1217101,CDM,OUTPATIENT,4,UN,15.36,15.36,NovaNet,NovaNet Commercial,,10.04,0.9,13.82,12.29,1,10.75,percent of total billed charges,negotiated rate
TEMAZEPAM 15MG CAP,1217103,CDM,OUTPATIENT,15,EA,7.4,7.4,NovaNet,NovaNet Commercial,,13.13,0.9,6.66,5.92,1,13.13,percent of total billed charges,negotiated rate
TERAZOSIN 1MG CAP,1217105,CDM,OUTPATIENT,1,EA,7.53,7.53,NovaNet,NovaNet Commercial,,6.33,0.9,6.78,6.02,1,6.33,percent of total billed charges,negotiated rate
TERBUTALINE 2.5MG TB,1217108,CDM,OUTPATIENT,2,UN,20.93,20.93,NovaNet,NovaNet Commercial,,6.44,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
TERCONAZ .8%CRM 20GM,1217109,CDM,OUTPATIENT,8,GM,206.58,206.58,NovaNet,NovaNet Commercial,,17.9,0.9,185.92,165.26,1,144.61,percent of total billed charges,negotiated rate
BENZ14-BUT2-TET2 60G,1217113,CDM,OUTPATIENT,6,GM,420.84,420.84,NovaNet,NovaNet Commercial,,176.63,0.9,378.76,336.67,1,294.59,percent of total billed charges,negotiated rate
THIAMINE 100MG TAB,1217120,CDM,OUTPATIENT,1,UN,20.93,20.93,NovaNet,NovaNet Commercial,,359.82,0.9,18.84,16.74,1,359.82,percent of total billed charges,negotiated rate
PENTOTHAL 500MG INJ.,1217121,CDM,OUTPATIENT,5,UN,192.62,192.62,NovaNet,NovaNet Commercial,,17.9,0.9,173.36,154.1,1,134.83,percent of total billed charges,negotiated rate
THIORIDAZINE 10MG TB,1217122,CDM,OUTPATIENT,1,UN,5.45,5.45,NovaNet,NovaNet Commercial,,164.69,0.9,4.91,4.36,1,164.69,percent of total billed charges,negotiated rate
THIOTHIXENE 5MG CAP,1217125,CDM,OUTPATIENT,5,EA,6.59,6.59,NovaNet,NovaNet Commercial,,4.66,0.9,5.93,5.27,1,4.66,percent of total billed charges,negotiated rate
TIMOLOL .25% OS 5ML,1217134,CDM,OUTPATIENT,25,ML,100.51,100.51,NovaNet,NovaNet Commercial,,5.63,0.9,90.46,80.41,1,70.36,percent of total billed charges,negotiated rate
DORZ22.3-TIM6.8OS 10,1217136,CDM,OUTPATIENT,,,699.32,699.32,NovaNet,NovaNet Commercial,,85.94,0.9,629.39,559.46,1,489.52,percent of total billed charges,negotiated rate
TOBR.3-DEXA.1%OIN3.5,1217139,CDM,OUTPATIENT,,,758.23,758.23,NovaNet,NovaNet Commercial,,597.92,0.9,682.41,606.58,1,597.92,percent of total billed charges,negotiated rate
TOLTERODINE 2MG TAB,1217140,CDM,OUTPATIENT,2,UN,28.75,28.75,NovaNet,NovaNet Commercial,,648.29,0.9,25.88,23,1,648.29,percent of total billed charges,negotiated rate
TOPIRAMATE 25MG TAB,1217141,CDM,OUTPATIENT,25,UN,50.26,50.26,NovaNet,NovaNet Commercial,,24.58,0.9,45.23,40.21,1,35.18,percent of total billed charges,negotiated rate
TORSEMIDE 20MG TAB,1217142,CDM,OUTPATIENT,2,UN,8.37,8.37,NovaNet,NovaNet Commercial,,42.97,0.9,7.53,6.7,1,42.97,percent of total billed charges,negotiated rate
TRAMADOL 50MG TAB,1217143,CDM,OUTPATIENT,5,UN,5.29,5.29,NovaNet,NovaNet Commercial,,7.16,0.9,4.76,4.23,1,7.16,percent of total billed charges,negotiated rate
TRAVOPR.004%OS BF2.5,1217146,CDM,OUTPATIENT,,,544.34,544.34,NovaNet,NovaNet Commercial,,4.52,0.9,489.91,435.47,1,381.04,percent of total billed charges,negotiated rate
TRAZODONE 50MG TAB,1217147,CDM,OUTPATIENT,5,UN,4.61,4.61,NovaNet,NovaNet Commercial,,465.41,0.9,4.15,3.69,1,465.41,percent of total billed charges,negotiated rate
GUAIFENE SR 600MG TB,1217154,CDM,OUTPATIENT,6,UN,6.7,6.7,NovaNet,NovaNet Commercial,,3.94,0.9,6.03,5.36,1,4.69,percent of total billed charges,negotiated rate
TRIAMT/HCTZ 37.5 TAB,1217156,CDM,OUTPATIENT,37,UN,5.45,5.45,NovaNet,NovaNet Commercial,,5.73,0.9,4.91,4.36,1,5.73,percent of total billed charges,negotiated rate
TRIHEXYPHENIDY 2MGTB,1217161,CDM,OUTPATIENT,2,ME,5.45,5.45,NovaNet,NovaNet Commercial,,4.66,0.9,4.91,4.36,1,4.66,percent of total billed charges,negotiated rate
TRIMETHOPRI 100MG TB,1217164,CDM,OUTPATIENT,1,UN,16.76,16.76,NovaNet,NovaNet Commercial,,4.66,0.9,15.08,13.41,1,11.73,percent of total billed charges,negotiated rate
TROPICAMID 1%OS 3ML,1217166,CDM,OUTPATIENT,1,ML,26.52,26.52,NovaNet,NovaNet Commercial,,14.33,0.9,23.87,21.22,1,18.56,percent of total billed charges,negotiated rate
URSODIOL 300MG CAP,1217169,CDM,OUTPATIENT,3,EA,54.43,54.43,NovaNet,NovaNet Commercial,,22.67,0.9,48.99,43.54,1,38.1,percent of total billed charges,negotiated rate
VALACYCLOVI 500MG TB,1217171,CDM,OUTPATIENT,5,UN,135.41,135.41,NovaNet,NovaNet Commercial,,46.54,0.9,121.87,108.33,1,94.79,percent of total billed charges,negotiated rate
VALPROIC AC 250MG CP,1217175,CDM,OUTPATIENT,25,ME,20.93,20.93,NovaNet,NovaNet Commercial,,115.78,0.9,18.84,16.74,1,115.78,percent of total billed charges,negotiated rate
VALSARTAN 80MG TAB,1217176,CDM,OUTPATIENT,8,UN,15.36,15.36,NovaNet,NovaNet Commercial,,17.9,0.9,13.82,12.29,1,17.9,percent of total billed charges,negotiated rate
VANCOMCYIN 125MG CAP,1217178,CDM,OUTPATIENT,125,EA,353.15,353.15,NovaNet,NovaNet Commercial,,13.13,0.9,317.84,282.52,1,247.21,percent of total billed charges,negotiated rate
VASOPRESSIN 20U/ML,1217179,CDM,OUTPATIENT,2,ML,909.4,909.4,NovaNet,NovaNet Commercial,,301.94,0.9,818.46,727.52,1,636.58,percent of total billed charges,negotiated rate
VECURONIUM 10MG INJ,1217180,CDM,OUTPATIENT,1,UN,110.28,110.28,NovaNet,NovaNet Commercial,,777.54,0.9,99.25,88.22,1,777.54,percent of total billed charges,negotiated rate
VENLAFAXI 37.5M SRCP,1217185,CDM,OUTPATIENT,,,73.96,73.96,NovaNet,NovaNet Commercial,,94.29,0.9,66.56,59.17,1,94.29,percent of total billed charges,negotiated rate
VERAPAMIL 80MG TAB,1217187,CDM,OUTPATIENT,8,UN,16.76,16.76,NovaNet,NovaNet Commercial,,63.24,0.9,15.08,13.41,1,63.24,percent of total billed charges,negotiated rate
VERAPAMIL 120MG CRTB,1217190,CDM,OUTPATIENT,,,8.95,8.95,NovaNet,NovaNet Commercial,,14.33,0.9,8.06,7.16,1,14.33,percent of total billed charges,negotiated rate
PAPAVERIN 150MG CRCP,1217191,CDM,OUTPATIENT,,,16.76,16.76,NovaNet,NovaNet Commercial,,7.65,0.9,15.08,13.41,1,11.73,percent of total billed charges,negotiated rate
FLUOXETINE 10MG CAP,1217192,CDM,OUTPATIENT,1,EA,11.02,11.02,NovaNet,NovaNet Commercial,,14.33,0.9,9.92,8.82,1,14.33,percent of total billed charges,negotiated rate
VERAPAMIL 180MG CRTB,1217193,CDM,OUTPATIENT,,,9.48,9.48,NovaNet,NovaNet Commercial,,9.42,0.9,8.53,7.58,1,9.42,percent of total billed charges,negotiated rate
WARFARIN 1MG TAB,1217198,CDM,OUTPATIENT,1,UN,20.93,20.93,NovaNet,NovaNet Commercial,,8.11,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
WARFARIN 2.5MG TAB,1217199,CDM,OUTPATIENT,2,UN,20.93,20.93,NovaNet,NovaNet Commercial,,17.9,0.9,18.84,16.74,1,17.9,percent of total billed charges,negotiated rate
WARFARIN 5MG TAB,1217200,CDM,OUTPATIENT,5,UN,6.95,6.95,NovaNet,NovaNet Commercial,,17.9,0.9,6.26,5.56,1,17.9,percent of total billed charges,negotiated rate
WARFARIN 7.5MG TAB,1217201,CDM,OUTPATIENT,7,UN,30.71,30.71,NovaNet,NovaNet Commercial,,5.94,0.9,27.64,24.57,1,21.5,percent of total billed charges,negotiated rate
STERILE WATER 50ML,1217202,CDM,OUTPATIENT,5,ML,139.59,139.59,NovaNet,NovaNet Commercial,,26.26,0.9,125.63,111.67,1,97.71,percent of total billed charges,negotiated rate
ZAFIRLUKAST 20MG TAB,1217203,CDM,OUTPATIENT,2,UN,6.53,6.53,NovaNet,NovaNet Commercial,,119.35,0.9,5.88,5.22,1,119.35,percent of total billed charges,negotiated rate
ZALEPLON 5MG CAP,1217204,CDM,OUTPATIENT,5,EA,4.75,4.75,NovaNet,NovaNet Commercial,,5.58,0.9,4.28,3.8,1,5.58,percent of total billed charges,negotiated rate
ZIDOVUDINE 100MG CAP,1217205,CDM,OUTPATIENT,1,EA,8.37,8.37,NovaNet,NovaNet Commercial,,4.06,0.9,7.53,6.7,1,5.86,percent of total billed charges,negotiated rate
ZINC SULF 220MG CAP,1217208,CDM,OUTPATIENT,22,EA,4.47,4.47,NovaNet,NovaNet Commercial,,7.16,0.9,4.02,3.58,1,7.16,percent of total billed charges,negotiated rate
ZIPRASIDONE 20MG CAP,1217211,CDM,OUTPATIENT,2,EA,37.68,37.68,NovaNet,NovaNet Commercial,,3.82,0.9,33.91,30.14,1,26.38,percent of total billed charges,negotiated rate
ZOLPIDEM 5MG TAB,1217212,CDM,OUTPATIENT,5,UN,4.47,4.47,NovaNet,NovaNet Commercial,,32.22,0.9,4.02,3.58,1,32.22,percent of total billed charges,negotiated rate
FUROSEMIDE 20MG TAB,1217213,CDM,OUTPATIENT,2,UN,3.22,3.22,NovaNet,NovaNet Commercial,,3.82,0.9,2.9,2.58,1,3.82,percent of total billed charges,negotiated rate
FUROSEMIDE 40MG TAB,1217214,CDM,OUTPATIENT,4,UN,3.27,3.27,NovaNet,NovaNet Commercial,,2.75,0.9,2.94,2.62,1,2.75,percent of total billed charges,negotiated rate
GABAPENTIN 300MG CAP,1217215,CDM,OUTPATIENT,3,EA,3.27,3.27,NovaNet,NovaNet Commercial,,2.8,0.9,2.94,2.62,1,2.8,percent of total billed charges,negotiated rate
GABAPENTIN 100MG CAP,1217216,CDM,OUTPATIENT,1,EA,4.89,4.89,NovaNet,NovaNet Commercial,,2.8,0.9,4.4,3.91,1,3.42,percent of total billed charges,negotiated rate
GABAPENTIN 400MG CAP,1217217,CDM,OUTPATIENT,4,EA,5.45,5.45,NovaNet,NovaNet Commercial,,4.18,0.9,4.91,4.36,1,4.18,percent of total billed charges,negotiated rate
GEMFIBROZIL 600MG TB,1217223,CDM,OUTPATIENT,6,UN,8.78,8.78,NovaNet,NovaNet Commercial,,4.66,0.9,7.9,7.02,1,6.15,percent of total billed charges,negotiated rate
GENTAMICI.3%OIN 3.5G,1217224,CDM,OUTPATIENT,3,GM,233.1,233.1,NovaNet,NovaNet Commercial,,7.51,0.9,209.79,186.48,1,163.17,percent of total billed charges,negotiated rate
GENTAMIC.1% OIN 15GM,1217227,CDM,OUTPATIENT,1,GM,159.32,159.32,NovaNet,NovaNet Commercial,,199.3,0.9,143.39,127.46,1,199.3,percent of total billed charges,negotiated rate
GENTIAN VIOL 1% 60ML,1217228,CDM,OUTPATIENT,1,ML,18.14,18.14,NovaNet,NovaNet Commercial,,136.22,0.9,16.33,14.51,1,136.22,percent of total billed charges,negotiated rate
GLIMEPIRIDE 2MG TAB,1217229,CDM,OUTPATIENT,2,UN,16.76,16.76,NovaNet,NovaNet Commercial,,15.51,0.9,15.08,13.41,1,15.51,percent of total billed charges,negotiated rate
GLIPIZIDE 2.5MG SRTB,1217231,CDM,OUTPATIENT,,,7.4,7.4,NovaNet,NovaNet Commercial,,14.33,0.9,6.66,5.92,1,14.33,percent of total billed charges,negotiated rate
GLIPIZIDE 5MG TAB,1217232,CDM,OUTPATIENT,5,UN,5.87,5.87,NovaNet,NovaNet Commercial,,6.33,0.9,5.28,4.7,1,6.33,percent of total billed charges,negotiated rate
GLYBURIDE 2.5MG TAB,1217234,CDM,OUTPATIENT,2,UN,6.42,6.42,NovaNet,NovaNet Commercial,,5.02,0.9,5.78,5.14,1,5.02,percent of total billed charges,negotiated rate
GLYCERIN 1.2GM SUPP,1217237,CDM,OUTPATIENT,1,UN,16.76,16.76,NovaNet,NovaNet Commercial,,5.49,0.9,15.08,13.41,1,11.73,percent of total billed charges,negotiated rate
GLYCOPYR 0.2MG/ML 1M,1217239,CDM,OUTPATIENT,1,UN,146.56,146.56,NovaNet,NovaNet Commercial,,14.33,0.9,131.9,117.25,1,102.59,percent of total billed charges,negotiated rate
GUAIF20-COD2MG/ML 5M,1217242,CDM,OUTPATIENT,5,UN,3.19,3.19,NovaNet,NovaNet Commercial,,125.31,0.9,2.87,2.55,1,125.31,percent of total billed charges,negotiated rate
HALOBETAS .05%CR 15G,1217244,CDM,OUTPATIENT,5,GM,315.46,315.46,NovaNet,NovaNet Commercial,,2.73,0.9,283.91,252.37,1,220.82,percent of total billed charges,negotiated rate
HALOPERIDOL 1MG TAB,1217245,CDM,OUTPATIENT,1,UN,4.31,4.31,NovaNet,NovaNet Commercial,,269.72,0.9,3.88,3.45,1,269.72,percent of total billed charges,negotiated rate
HALOPERIDOL 5MG TAB,1217246,CDM,OUTPATIENT,5,UN,6.14,6.14,NovaNet,NovaNet Commercial,,3.69,0.9,5.53,4.91,1,4.3,percent of total billed charges,negotiated rate
HETASTARCH 6% 500ML,1217254,CDM,OUTPATIENT,5,ML,300.1,300.1,NovaNet,NovaNet Commercial,,5.25,0.9,270.09,240.08,1,210.07,percent of total billed charges,negotiated rate
CALC CARB 500MG CHW,1217256,CDM,OUTPATIENT,5,EA,2.84,2.84,NovaNet,NovaNet Commercial,,256.59,0.9,2.56,2.27,1,256.59,percent of total billed charges,negotiated rate
CALCIUM CL 10% 10ML,1217260,CDM,OUTPATIENT,1,ML,158.21,158.21,NovaNet,NovaNet Commercial,,2.43,0.9,142.39,126.57,1,110.75,percent of total billed charges,negotiated rate
FLUOXETINE 20MG CAP,1217261,CDM,OUTPATIENT,2,EA,6.92,6.92,NovaNet,NovaNet Commercial,,135.27,0.9,6.23,5.54,1,135.27,percent of total billed charges,negotiated rate
CALCIUM GLUC 500MGTB,1217263,CDM,OUTPATIENT,5,ME,25.12,25.12,NovaNet,NovaNet Commercial,,5.92,0.9,22.61,20.1,1,17.58,percent of total billed charges,negotiated rate
CAPTOPRIL 12.5MG TAB,1217266,CDM,OUTPATIENT,12,UN,7.8,7.8,NovaNet,NovaNet Commercial,,21.48,0.9,7.02,6.24,1,21.48,percent of total billed charges,negotiated rate
CAPTOPRIL 25MG TAB,1217267,CDM,OUTPATIENT,25,UN,4.4,4.4,NovaNet,NovaNet Commercial,,6.67,0.9,3.96,3.52,1,6.67,percent of total billed charges,negotiated rate
CARBACHOL .01% 1.5ML,1217268,CDM,OUTPATIENT,5,ML,126.45,126.45,NovaNet,NovaNet Commercial,,3.76,0.9,113.81,101.16,1,88.52,percent of total billed charges,negotiated rate
CARBAMAZEP 100MG CHW,1217269,CDM,OUTPATIENT,1,EA,20.93,20.93,NovaNet,NovaNet Commercial,,108.11,0.9,18.84,16.74,1,108.11,percent of total billed charges,negotiated rate
CARBAMAZEPINE 200MGT,1217270,CDM,OUTPATIENT,2,ME,6.42,6.42,NovaNet,NovaNet Commercial,,17.9,0.9,5.78,5.14,1,17.9,percent of total billed charges,negotiated rate
CARBOPROST 250MCG/ML,1217275,CDM,OUTPATIENT,25,ML,629.51,629.51,NovaNet,NovaNet Commercial,,5.49,0.9,566.56,503.61,1,440.66,percent of total billed charges,negotiated rate
CARISOPRODOL 350MGTB,1217278,CDM,OUTPATIENT,35,ME,6.84,6.84,NovaNet,NovaNet Commercial,,538.23,0.9,6.16,5.47,1,538.23,percent of total billed charges,negotiated rate
CARVEDILOL 25MG TAB,1217280,CDM,OUTPATIENT,25,UN,9.21,9.21,NovaNet,NovaNet Commercial,,5.85,0.9,8.29,7.37,1,6.45,percent of total billed charges,negotiated rate
CEFOTETAN 2GM SOLR,1217292,CDM,OUTPATIENT,,,281.95,281.95,NovaNet,NovaNet Commercial,,7.87,0.9,253.76,225.56,1,197.37,percent of total billed charges,negotiated rate
CEFUROXIME 250MG TAB,1217294,CDM,OUTPATIENT,25,UN,20.93,20.93,NovaNet,NovaNet Commercial,,241.07,0.9,18.84,16.74,1,241.07,percent of total billed charges,negotiated rate
CELECOXIB 100MG CAP,1217295,CDM,OUTPATIENT,1,EA,13.13,13.13,NovaNet,NovaNet Commercial,,17.9,0.9,11.82,10.5,1,17.9,percent of total billed charges,negotiated rate
CEPHALEX 125/5 100ML,1217299,CDM,OUTPATIENT,1,ML,111.67,111.67,NovaNet,NovaNet Commercial,,11.23,0.9,100.5,89.34,1,78.17,percent of total billed charges,negotiated rate
CETIRIZINE 10MG TAB,1217300,CDM,OUTPATIENT,1,UN,5.45,5.45,NovaNet,NovaNet Commercial,,95.48,0.9,4.91,4.36,1,95.48,percent of total billed charges,negotiated rate
CETIRIZI 1MG/MLOR 5M,1217301,CDM,OUTPATIENT,5,UN,20.93,20.93,NovaNet,NovaNet Commercial,,4.66,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
CHLORDIAZEPOXIDE 25M,1217304,CDM,OUTPATIENT,25,UN,5.99,5.99,NovaNet,NovaNet Commercial,,17.9,0.9,5.39,4.79,1,17.9,percent of total billed charges,negotiated rate
CHLORDIAZEPOXIDE 5MG,1217306,CDM,OUTPATIENT,5,ME,20.93,20.93,NovaNet,NovaNet Commercial,,5.12,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
CHLORHEXIN .12% BULK,1217308,CDM,OUTPATIENT,,,41.88,41.88,NovaNet,NovaNet Commercial,,17.9,0.9,37.69,33.5,1,29.32,percent of total billed charges,negotiated rate
CHLOROPROCAINE 2%SDV,1217309,CDM,OUTPATIENT,,,257.75,257.75,NovaNet,NovaNet Commercial,,35.81,0.9,231.98,206.2,1,180.43,percent of total billed charges,negotiated rate
CHLORPHENIRAMINE 4MG,1217311,CDM,OUTPATIENT,4,ME,4.75,4.75,NovaNet,NovaNet Commercial,,220.38,0.9,4.28,3.8,1,220.38,percent of total billed charges,negotiated rate
CHLORPROPAMIDE250MGT,1217313,CDM,OUTPATIENT,25,ME,25.12,25.12,NovaNet,NovaNet Commercial,,4.06,0.9,22.61,20.1,1,17.58,percent of total billed charges,negotiated rate
CHLORTHALIDONE 25MGT,1217314,CDM,OUTPATIENT,25,ME,5.18,5.18,NovaNet,NovaNet Commercial,,21.48,0.9,4.66,4.14,1,21.48,percent of total billed charges,negotiated rate
CHOLESTYRAMINE 4GMPK,1217317,CDM,OUTPATIENT,4,GM,8.95,8.95,NovaNet,NovaNet Commercial,,4.43,0.9,8.06,7.16,1,6.27,percent of total billed charges,negotiated rate
CILOSTAZOL 100MG TAB,1217318,CDM,OUTPATIENT,1,UN,7.8,7.8,NovaNet,NovaNet Commercial,,7.65,0.9,7.02,6.24,1,7.65,percent of total billed charges,negotiated rate
PENTOXIFYL 400MGCRTB,1217320,CDM,OUTPATIENT,4,ME,20.93,20.93,NovaNet,NovaNet Commercial,,6.67,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
CIPROFLOXACI 500MGTB,1217324,CDM,OUTPATIENT,5,ME,3.77,3.77,NovaNet,NovaNet Commercial,,17.9,0.9,3.39,3.02,1,17.9,percent of total billed charges,negotiated rate
CITALOPRAM 20MG TAB,1217328,CDM,OUTPATIENT,2,UN,3.49,3.49,NovaNet,NovaNet Commercial,,3.22,0.9,3.14,2.79,1,3.22,percent of total billed charges,negotiated rate
NA CIT500-CIT A334/5,1217329,CDM,OUTPATIENT,,,1.1,1.1,NovaNet,NovaNet Commercial,,2.98,0.9,1,1,1,2.98,percent of total billed charges,negotiated rate
CLARITHROMY 500MG TB,1217331,CDM,OUTPATIENT,5,UN,20.93,20.93,NovaNet,NovaNet Commercial,,1,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
CLINDI2.5-CHLOR5MGCP,1217334,CDM,OUTPATIENT,2,ME,5.78,5.78,NovaNet,NovaNet Commercial,,17.9,0.9,5.2,4.62,1,17.9,percent of total billed charges,negotiated rate
CLINDAMYCIN 150MG CP,1217335,CDM,OUTPATIENT,15,ME,7.68,7.68,NovaNet,NovaNet Commercial,,4.94,0.9,6.91,6.14,1,5.38,percent of total billed charges,negotiated rate
CLINDAMY 75/5ML 100M,1217336,CDM,OUTPATIENT,75,UN,424.33,424.33,NovaNet,NovaNet Commercial,,6.57,0.9,381.9,339.46,1,297.03,percent of total billed charges,negotiated rate
CLINDAMY 2%VGCR 40GM,1217337,CDM,OUTPATIENT,2,GM,273.57,273.57,NovaNet,NovaNet Commercial,,362.8,0.9,246.21,218.86,1,362.8,percent of total billed charges,negotiated rate
CLINDAMYCIN600MG/4ML,1217338,CDM,OUTPATIENT,6,ML,139.59,139.59,NovaNet,NovaNet Commercial,,233.9,0.9,125.63,111.67,1,233.9,percent of total billed charges,negotiated rate
CLONAZEPAM 0.5MG TAB,1217339,CDM,OUTPATIENT,,,3.35,3.35,NovaNet,NovaNet Commercial,,119.35,0.9,3.02,2.68,1,119.35,percent of total billed charges,negotiated rate
CLONIDINE-TTS-1 .1MG,1217340,CDM,OUTPATIENT,1,ME,262.39,262.39,NovaNet,NovaNet Commercial,,2.86,0.9,236.15,209.91,1,183.67,percent of total billed charges,negotiated rate
CLONIDINE-TTS-3 .3MG,1217342,CDM,OUTPATIENT,3,ME,239.99,239.99,NovaNet,NovaNet Commercial,,224.34,0.9,215.99,191.99,1,224.34,percent of total billed charges,negotiated rate
CLONIDINE 0.1MG TAB,1217343,CDM,OUTPATIENT,,,5.87,5.87,NovaNet,NovaNet Commercial,,205.19,0.9,5.28,4.7,1,205.19,percent of total billed charges,negotiated rate
CLOPIDOGREL 75MG TAB,1217346,CDM,OUTPATIENT,75,UN,4.05,4.05,NovaNet,NovaNet Commercial,,5.02,0.9,3.65,3.24,1,5.02,percent of total billed charges,negotiated rate
CLOTRIMAZ 1%CRM 30GM,1217348,CDM,OUTPATIENT,1,GM,100.51,100.51,NovaNet,NovaNet Commercial,,3.46,0.9,90.46,80.41,1,70.36,percent of total billed charges,negotiated rate
CLOTRIMAZOLE 10MG TR,1217350,CDM,OUTPATIENT,,,8.25,8.25,NovaNet,NovaNet Commercial,,85.94,0.9,7.43,6.6,1,85.94,percent of total billed charges,negotiated rate
COCAINE 4% 4ML SOLN,1217352,CDM,OUTPATIENT,,,355.94,355.94,NovaNet,NovaNet Commercial,,7.05,0.9,320.35,284.75,1,249.16,percent of total billed charges,negotiated rate
ACET/CODEI 300/30 TB,1217354,CDM,OUTPATIENT,3,UN,5.45,5.45,NovaNet,NovaNet Commercial,,304.33,0.9,4.91,4.36,1,304.33,percent of total billed charges,negotiated rate
PROMET6.25-COD10/5ML,1217361,CDM,OUTPATIENT,6,ML,7.4,7.4,NovaNet,NovaNet Commercial,,4.66,0.9,6.66,5.92,1,5.18,percent of total billed charges,negotiated rate
CYCLOBENZAPRINE 10MG,1217370,CDM,OUTPATIENT,1,ME,5.5,5.5,NovaNet,NovaNet Commercial,,6.33,0.9,4.95,4.4,1,6.33,percent of total billed charges,negotiated rate
